set_number,features
774,"['OCC_YEAR', 'OCC_DAY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'PREMISES_Freq']"
775,"['OCC_YEAR', 'OCC_DAY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'Loca_Premi_Freq']"
776,"['OCC_YEAR', 'OCC_DOY', 'Division_Freq', 'LOCATION_Freq']"
777,"['OCC_YEAR', 'OCC_DOY', 'Division_Freq', 'PREMISES_Freq']"
778,"['OCC_YEAR', 'OCC_DOY', 'Division_Freq', 'Loca_Premi_Freq']"
779,"['OCC_YEAR', 'OCC_DOY', 'HOOD_Freq', 'LOCATION_Freq']"
780,"['OCC_YEAR', 'OCC_DOY', 'HOOD_Freq', 'PREMISES_Freq']"
781,"['OCC_YEAR', 'OCC_DOY', 'HOOD_Freq', 'Loca_Premi_Freq']"
782,"['OCC_YEAR', 'OCC_DOY', 'DIV_HOOD_Hier', 'LOCATION_Freq']"
783,"['OCC_YEAR', 'OCC_DOY', 'DIV_HOOD_Hier', 'PREMISES_Freq']"
784,"['OCC_YEAR', 'OCC_DOY', 'DIV_HOOD_Hier', 'Loca_Premi_Freq']"
785,"['OCC_YEAR', 'OCC_DOY', 'LONG_LAT_PCA', 'LOCATION_Freq']"
786,"['OCC_YEAR', 'OCC_DOY', 'LONG_LAT_PCA', 'PREMISES_Freq']"
787,"['OCC_YEAR', 'OCC_DOY', 'LONG_LAT_PCA', 'Loca_Premi_Freq']"
788,"['OCC_YEAR', 'OCC_DOY', 'LONG_LAT_PCA', 'Division_Freq']"
789,"['OCC_YEAR', 'OCC_DOY', 'LONG_LAT_PCA', 'Division_Freq', 'LOCATION_Freq']"
790,"['OCC_YEAR', 'OCC_DOY', 'LONG_LAT_PCA', 'Division_Freq', 'PREMISES_Freq']"
791,"['OCC_YEAR', 'OCC_DOY', 'LONG_LAT_PCA', 'Division_Freq', 'Loca_Premi_Freq']"
792,"['OCC_YEAR', 'OCC_DOY', 'LONG_LAT_PCA', 'HOOD_Freq']"
793,"['OCC_YEAR', 'OCC_DOY', 'LONG_LAT_PCA', 'HOOD_Freq', 'LOCATION_Freq']"
794,"['OCC_YEAR', 'OCC_DOY', 'LONG_LAT_PCA', 'HOOD_Freq', 'PREMISES_Freq']"
795,"['OCC_YEAR', 'OCC_DOY', 'LONG_LAT_PCA', 'HOOD_Freq', 'Loca_Premi_Freq']"
796,"['OCC_YEAR', 'OCC_DOY', 'LONG_LAT_PCA', 'DIV_HOOD_Hier']"
797,"['OCC_YEAR', 'OCC_DOY', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'LOCATION_Freq']"
798,"['OCC_YEAR', 'OCC_DOY', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'PREMISES_Freq']"
799,"['OCC_YEAR', 'OCC_DOY', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'Loca_Premi_Freq']"
800,"['OCC_YEAR', 'OCC_DOY', 'LONG_WGS84', 'LAT_WGS84']"
801,"['OCC_YEAR', 'OCC_DOY', 'LONG_WGS84', 'LAT_WGS84', 'LOCATION_Freq']"
802,"['OCC_YEAR', 'OCC_DOY', 'LONG_WGS84', 'LAT_WGS84', 'PREMISES_Freq']"
803,"['OCC_YEAR', 'OCC_DOY', 'LONG_WGS84', 'LAT_WGS84', 'Loca_Premi_Freq']"
804,"['OCC_YEAR', 'OCC_DOY', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq']"
805,"['OCC_YEAR', 'OCC_DOY', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'LOCATION_Freq']"
806,"['OCC_YEAR', 'OCC_DOY', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'PREMISES_Freq']"
807,"['OCC_YEAR', 'OCC_DOY', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'Loca_Premi_Freq']"
808,"['OCC_YEAR', 'OCC_DOY', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq']"
809,"['OCC_YEAR', 'OCC_DOY', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'LOCATION_Freq']"
810,"['OCC_YEAR', 'OCC_DOY', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'PREMISES_Freq']"
811,"['OCC_YEAR', 'OCC_DOY', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'Loca_Premi_Freq']"
812,"['OCC_YEAR', 'OCC_DOY', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier']"
813,"['OCC_YEAR', 'OCC_DOY', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'LOCATION_Freq']"
814,"['OCC_YEAR', 'OCC_DOY', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'PREMISES_Freq']"
815,"['OCC_YEAR', 'OCC_DOY', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'Loca_Premi_Freq']"
816,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LOCATION_Freq']"
817,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'PREMISES_Freq']"
818,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'Loca_Premi_Freq']"
819,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'Division_Freq']"
820,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'Division_Freq', 'LOCATION_Freq']"
821,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'Division_Freq', 'PREMISES_Freq']"
822,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'Division_Freq', 'Loca_Premi_Freq']"
823,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'HOOD_Freq']"
824,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'HOOD_Freq', 'LOCATION_Freq']"
825,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'HOOD_Freq', 'PREMISES_Freq']"
826,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'HOOD_Freq', 'Loca_Premi_Freq']"
827,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'DIV_HOOD_Hier']"
828,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'DIV_HOOD_Hier', 'LOCATION_Freq']"
829,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'DIV_HOOD_Hier', 'PREMISES_Freq']"
830,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'DIV_HOOD_Hier', 'Loca_Premi_Freq']"
831,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LONG_LAT_PCA']"
832,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LONG_LAT_PCA', 'LOCATION_Freq']"
833,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LONG_LAT_PCA', 'PREMISES_Freq']"
834,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LONG_LAT_PCA', 'Loca_Premi_Freq']"
835,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LONG_LAT_PCA', 'Division_Freq']"
836,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LONG_LAT_PCA', 'Division_Freq', 'LOCATION_Freq']"
837,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LONG_LAT_PCA', 'Division_Freq', 'PREMISES_Freq']"
838,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LONG_LAT_PCA', 'Division_Freq', 'Loca_Premi_Freq']"
839,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LONG_LAT_PCA', 'HOOD_Freq']"
840,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LONG_LAT_PCA', 'HOOD_Freq', 'LOCATION_Freq']"
841,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LONG_LAT_PCA', 'HOOD_Freq', 'PREMISES_Freq']"
842,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LONG_LAT_PCA', 'HOOD_Freq', 'Loca_Premi_Freq']"
843,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LONG_LAT_PCA', 'DIV_HOOD_Hier']"
844,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'LOCATION_Freq']"
845,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'PREMISES_Freq']"
846,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'Loca_Premi_Freq']"
847,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LONG_WGS84', 'LAT_WGS84']"
848,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LONG_WGS84', 'LAT_WGS84', 'LOCATION_Freq']"
849,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LONG_WGS84', 'LAT_WGS84', 'PREMISES_Freq']"
850,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LONG_WGS84', 'LAT_WGS84', 'Loca_Premi_Freq']"
851,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq']"
852,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'LOCATION_Freq']"
853,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'PREMISES_Freq']"
854,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'Loca_Premi_Freq']"
855,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq']"
856,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'LOCATION_Freq']"
857,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'PREMISES_Freq']"
858,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'Loca_Premi_Freq']"
859,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier']"
860,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'LOCATION_Freq']"
861,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'PREMISES_Freq']"
862,"['OCC_YEAR', 'OCC_DOY', 'OCC_DOW_Num', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'Loca_Premi_Freq']"
863,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid']"
864,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LOCATION_Freq']"
865,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'PREMISES_Freq']"
866,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'Loca_Premi_Freq']"
867,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'Division_Freq']"
868,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'Division_Freq', 'LOCATION_Freq']"
869,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'Division_Freq', 'PREMISES_Freq']"
870,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'Division_Freq', 'Loca_Premi_Freq']"
871,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'HOOD_Freq']"
872,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'HOOD_Freq', 'LOCATION_Freq']"
873,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'HOOD_Freq', 'PREMISES_Freq']"
874,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'HOOD_Freq', 'Loca_Premi_Freq']"
875,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'DIV_HOOD_Hier']"
876,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'DIV_HOOD_Hier', 'LOCATION_Freq']"
877,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'DIV_HOOD_Hier', 'PREMISES_Freq']"
878,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'DIV_HOOD_Hier', 'Loca_Premi_Freq']"
879,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_LAT_PCA']"
880,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_LAT_PCA', 'LOCATION_Freq']"
881,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_LAT_PCA', 'PREMISES_Freq']"
882,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_LAT_PCA', 'Loca_Premi_Freq']"
883,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_LAT_PCA', 'Division_Freq']"
884,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_LAT_PCA', 'Division_Freq', 'LOCATION_Freq']"
885,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_LAT_PCA', 'Division_Freq', 'PREMISES_Freq']"
886,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_LAT_PCA', 'Division_Freq', 'Loca_Premi_Freq']"
887,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_LAT_PCA', 'HOOD_Freq']"
888,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_LAT_PCA', 'HOOD_Freq', 'LOCATION_Freq']"
889,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_LAT_PCA', 'HOOD_Freq', 'PREMISES_Freq']"
890,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_LAT_PCA', 'HOOD_Freq', 'Loca_Premi_Freq']"
891,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_LAT_PCA', 'DIV_HOOD_Hier']"
892,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'LOCATION_Freq']"
893,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'PREMISES_Freq']"
894,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'Loca_Premi_Freq']"
895,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_WGS84', 'LAT_WGS84']"
896,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_WGS84', 'LAT_WGS84', 'LOCATION_Freq']"
897,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_WGS84', 'LAT_WGS84', 'PREMISES_Freq']"
898,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_WGS84', 'LAT_WGS84', 'Loca_Premi_Freq']"
899,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq']"
900,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'LOCATION_Freq']"
901,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'PREMISES_Freq']"
902,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'Loca_Premi_Freq']"
903,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq']"
904,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'LOCATION_Freq']"
905,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'PREMISES_Freq']"
906,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'Loca_Premi_Freq']"
907,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier']"
908,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'LOCATION_Freq']"
909,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'PREMISES_Freq']"
910,"['OCC_YEAR', 'OCC_DOY', 'DOW_Weekend', 'DOW_Begin', 'DOW_Mid', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'Loca_Premi_Freq']"
911,"['OCC_YEAR', 'OCC_MONTH_Num', 'Division_Freq', 'LOCATION_Freq']"
912,"['OCC_YEAR', 'OCC_MONTH_Num', 'Division_Freq', 'PREMISES_Freq']"
913,"['OCC_YEAR', 'OCC_MONTH_Num', 'Division_Freq', 'Loca_Premi_Freq']"
914,"['OCC_YEAR', 'OCC_MONTH_Num', 'HOOD_Freq', 'LOCATION_Freq']"
915,"['OCC_YEAR', 'OCC_MONTH_Num', 'HOOD_Freq', 'PREMISES_Freq']"
916,"['OCC_YEAR', 'OCC_MONTH_Num', 'HOOD_Freq', 'Loca_Premi_Freq']"
917,"['OCC_YEAR', 'OCC_MONTH_Num', 'DIV_HOOD_Hier', 'LOCATION_Freq']"
918,"['OCC_YEAR', 'OCC_MONTH_Num', 'DIV_HOOD_Hier', 'PREMISES_Freq']"
919,"['OCC_YEAR', 'OCC_MONTH_Num', 'DIV_HOOD_Hier', 'Loca_Premi_Freq']"
920,"['OCC_YEAR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'LOCATION_Freq']"
921,"['OCC_YEAR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'PREMISES_Freq']"
922,"['OCC_YEAR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'Loca_Premi_Freq']"
923,"['OCC_YEAR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'Division_Freq']"
924,"['OCC_YEAR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'Division_Freq', 'LOCATION_Freq']"
925,"['OCC_YEAR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'Division_Freq', 'PREMISES_Freq']"
926,"['OCC_YEAR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'Division_Freq', 'Loca_Premi_Freq']"
927,"['OCC_YEAR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'HOOD_Freq']"
928,"['OCC_YEAR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'HOOD_Freq', 'LOCATION_Freq']"
929,"['OCC_YEAR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'HOOD_Freq', 'PREMISES_Freq']"
930,"['OCC_YEAR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'HOOD_Freq', 'Loca_Premi_Freq']"
931,"['OCC_YEAR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'DIV_HOOD_Hier']"
932,"['OCC_YEAR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'LOCATION_Freq']"
933,"['OCC_YEAR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'PREMISES_Freq']"
934,"['OCC_YEAR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'Loca_Premi_Freq']"
935,"['OCC_YEAR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84']"
936,"['OCC_YEAR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'LOCATION_Freq']"
937,"['OCC_YEAR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'PREMISES_Freq']"
938,"['OCC_YEAR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'Loca_Premi_Freq']"
939,"['OCC_YEAR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq']"
940,"['OCC_YEAR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'LOCATION_Freq']"
941,"['OCC_YEAR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'PREMISES_Freq']"
942,"['OCC_YEAR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'Loca_Premi_Freq']"
943,"['OCC_YEAR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq']"
944,"['OCC_YEAR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'LOCATION_Freq']"
945,"['OCC_YEAR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'PREMISES_Freq']"
946,"['OCC_YEAR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'Loca_Premi_Freq']"
947,"['OCC_YEAR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier']"
948,"['OCC_YEAR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'LOCATION_Freq']"
949,"['OCC_YEAR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'PREMISES_Freq']"
950,"['OCC_YEAR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'Loca_Premi_Freq']"
951,"['OCC_YEAR', 'OCC_MONTH_Num', 'OCC_DOW_Num', 'LOCATION_Freq']"
952,"['OCC_YEAR', 'OCC_MONTH_Num', 'OCC_DOW_Num', 'PREMISES_Freq']"
953,"['OCC_YEAR', 'OCC_MONTH_Num', 'OCC_DOW_Num', 'Loca_Premi_Freq']"
954,"['OCC_YEAR', 'OCC_MONTH_Num', 'OCC_DOW_Num', 'Division_Freq']"
955,"['OCC_YEAR', 'OCC_MONTH_Num', 'OCC_DOW_Num', 'Division_Freq', 'LOCATION_Freq']"
956,"['OCC_YEAR', 'OCC_MONTH_Num', 'OCC_DOW_Num', 'Division_Freq', 'PREMISES_Freq']"
957,"['OCC_YEAR', 'OCC_MONTH_Num', 'OCC_DOW_Num', 'Division_Freq', 'Loca_Premi_Freq']"
958,"['OCC_YEAR', 'OCC_MONTH_Num', 'OCC_DOW_Num', 'HOOD_Freq']"
959,"['OCC_YEAR', 'OCC_MONTH_Num', 'OCC_DOW_Num', 'HOOD_Freq', 'LOCATION_Freq']"
960,"['OCC_YEAR', 'OCC_MONTH_Num', 'OCC_DOW_Num', 'HOOD_Freq', 'PREMISES_Freq']"
961,"['OCC_YEAR', 'OCC_MONTH_Num', 'OCC_DOW_Num', 'HOOD_Freq', 'Loca_Premi_Freq']"
962,"['OCC_YEAR', 'OCC_MONTH_Num', 'OCC_DOW_Num', 'DIV_HOOD_Hier']"
963,"['OCC_YEAR', 'OCC_MONTH_Num', 'OCC_DOW_Num', 'DIV_HOOD_Hier', 'LOCATION_Freq']"
964,"['OCC_YEAR', 'OCC_MONTH_Num', 'OCC_DOW_Num', 'DIV_HOOD_Hier', 'PREMISES_Freq']"
965,"['OCC_YEAR', 'OCC_MONTH_Num', 'OCC_DOW_Num', 'DIV_HOOD_Hier', 'Loca_Premi_Freq']"
966,"['OCC_YEAR', 'OCC_MONTH_Num', 'OCC_DOW_Num', 'LONG_LAT_PCA']"
967,"['OCC_YEAR', 'OCC_MONTH_Num', 'OCC_DOW_Num', 'LONG_LAT_PCA', 'LOCATION_Freq']"
968,"['OCC_YEAR', 'OCC_MONTH_Num', 'OCC_DOW_Num', 'LONG_LAT_PCA', 'PREMISES_Freq']"
969,"['OCC_YEAR', 'OCC_MONTH_Num', 'OCC_DOW_Num', 'LONG_LAT_PCA', 'Loca_Premi_Freq']"
970,"['OCC_YEAR', 'OCC_MONTH_Num', 'OCC_DOW_Num', 'LONG_LAT_PCA', 'Division_Freq']"
971,"['OCC_YEAR', 'OCC_MONTH_Num', 'OCC_DOW_Num', 'LONG_LAT_PCA', 'Division_Freq', 'LOCATION_Freq']"
972,"['OCC_YEAR', 'OCC_MONTH_Num', 'OCC_DOW_Num', 'LONG_LAT_PCA', 'Division_Freq', 'PREMISES_Freq']"
973,"['OCC_YEAR', 'OCC_MONTH_Num', 'OCC_DOW_Num', 'LONG_LAT_PCA', 'Division_Freq', 'Loca_Premi_Freq']"
